"data","disparo","cidade","bairro","cod_bairro","local","outras_regioes","fonte","fonte2","tipo_operacao","media_fonte","media_link","presenca_civil","presenca_pmerj","presenca_uniao"
"26/09/2018",0,"Rio de Janeiro","Bangu",141,"Taquaral",,"SAER",,"ND",,,"SAER",,
"26/09/2018",0,"São Gonçalo","Salgueiro",,,,"SAER",,"ND",,,"SAER",,
"26/09/2018",1,"ND",,,,,"Twitter",,"ND",,,,,
"27/09/2018",0,"Rio de Janeiro","Maré",157,"Kelson",,"SAER","Twitter","ND",,,"SAER;CORE","22ª DP",
"01/10/2018",0,"Rio de Janeiro","Recreio dos Bandeirantes",132,,,"GAM",,"ND",,,,"GAM",
"02/10/2018",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"03/10/2018",0,"Rio de Janeiro","Vila Isabel",36,"Morro dos Macacos",,"GAM",,"ND",,,,"GAM",
"04/10/2018",0,"Rio de Janeiro","Praça Seca",124,"Bateau Mouche","Covanca;Barão","GAM",,"ND",,,,"GAM",
"05/10/2018",1,"Rio de Janeiro","Manguinhos",39,"Mandela",,"Twitter",,"ND",,,,,
"05/10/2018",1,"Rio de Janeiro","Senador Camará",142,"Vila Aliança",,"Twitter",,"ND",,,,,
"08/10/2018",0,"Rio de Janeiro","Santa Cruz",149,,,"GAM",,"ND",,,,"GAM",
"09/10/2018",0,"Rio de Janeiro","Complexo do Alemão",156,"Nova Brasília","Fazendinha","GAM",,"ND",,,,"GAM",
"09/10/2018",0,"Rio de Janeiro","Centro",5,,,"SAER",,"ND",,,"SAER",,
"11/10/2018",0,"São Gonçalo","Rocha",,,,"SAER",,"ND",,,"SAER",,
"13/10/2018",0,"Rio de Janeiro","Copacabana",24,"Tabajaras",,"GAM",,"ND",,,,"GAM",
"15/10/2018",0,"Rio de Janeiro","Copacabana",24,"Tabajaras","Pavão","GAM",,"ND",,,,"GAM",
"15/10/2018",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"15/10/2018",0,"São Gonçalo","Complexo do Salgueiro",,"Complexo do Salgueiro",,"Twitter",,"ND",,,,,
"17/10/2018",0,"Rio de Janeiro","Itanhangá",127,"Morro do Banco",,"GAM",,"ND",,,,"GAM",
"17/10/2018",0,"Rio de Janeiro","Estácio",9,"São Carlos","Catumbi;Mineira;Zinco;Querosene;Coroa","GAM",,"ND",,,,"GAM",
"18/10/2018",0,"Rio de Janeiro","Estácio",9,"Mineira","Catumbi;Zinco;São Carlos","GAM",,"ND",,,,"GAM",
"18/10/2018",0,"Rio de Janeiro","Rocinha",154,,"Lagoa","SAER",,"ND",,,"SAER",,
"19/10/2018",0,"Rio de Janeiro","Estácio",9,"São Carlos",,"GAM",,"ND",,,,"GAM",
"19/10/2018",0,"Rio de Janeiro","Jardim América",49,"Dique",,"SAER",,"ND",,,"SAER",,
"19/10/2018",1,"ND",,,,,"Twitter",,"ND",,,,,
"20/10/2018",0,"Rio de Janeiro","Vicente de Carvalho",73,"Morro do Juramento",,"GAM",,"ND",,,,"GAM",
"20/10/2018",1,"Rio de Janeiro","Campo Grande",144,"Estrada do Campinho",,"SAER","Twitter","ND",,,,,
"21/10/2018",0,"Rio de Janeiro","Copacabana",24,"Pavão Pavaozinho",,"GAM",,"ND",,,,"GAM",
"21/10/2018",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"21/10/2018",0,"Rio de Janeiro","Campo Grande",144,,,"SAER",,"ND",,,"SAER",,
"22/10/2018",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"22/10/2018",0,"Rio de Janeiro","Senador Camará",142,"Vila Aliança","Mangueiral","SAER","Twitter","ND",,,"SAER",,
"22/10/2018",0,"Rio de Janeiro","Vila Kennedy",162,,,"Twitter",,"ND",,,,,
"23/10/2018",0,"Rio de Janeiro","Vicente de Carvalho",73,"Juramento",,"GAM",,"ND",,,,"GAM",
"23/10/2018",0,"Rio de Janeiro","Botafogo",20,"Santa Marta","Copacabana;Leme;Chapéu Mangueira;Babilõnia;Pavão Pavaozinho;Cantagalo;Tabajaras","GAM",,"ND",,,,"GAM",
"24/10/2018",0,"Rio de Janeiro","Vicente de Carvalho",73,"Juramento",,"GAM",,"ND",,,,"GAM",
"24/10/2018",0,"Rio de Janeiro","Catumbi",6,"São Carlos","Mineira;Zinco","GAM",,"ND",,,,"GAM",
"26/10/2018",0,"Belford Roxo",,,,,"GAM",,"ND",,,,"GAM",
"27/10/2018",1,"ND",,,,,"Twitter",,"ND",,,,,
"30/10/2018",0,"Rio de Janeiro","Vicente de Carvalho",73,"Juramento",,"GAM",,"ND",,,,"GAM",
"31/10/2018",0,"Rio de Janeiro","Barros Filho",112,,,"GAM",,"ND",,,,"GAM",
"31/10/2018",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"01/11/2018",0,"Rio de Janeiro","Pilares",71,"Morro do Urubu",,"SAER","Twitter","Mandados","O Globo","https://oglobo.globo.com/rio/policia-faz-operacao-para-prender-traficantes-que-se-disfarcavam-de-mototaxistas-23203747","SAER;CORE",,
"05/11/2018",0,"Rio de Janeiro","Penha",43,"Moro da Fé","Morro do Sereno","GAM",,"ND",,,,"GAM",
"05/11/2018",0,"Rio de Janeiro","Padre Miguel",140,"Vila Vintém","Realengo","SAER","Twitter","ND","R7","https://noticias.r7.com/rio-de-janeiro/rj-homem-morre-e-outro-fica-ferido-em-acao-contra-roubo-de-roteadores-05112018","SAER;CORE",,
"06/11/2018",0,"Rio de Janeiro","Complexo do Alemão",156,"Fazendinha","Palmeirinha","GAM",,"ND",,,,"GAM",
"06/11/2018",0,"Rio de Janeiro","Maré",157,"Nova Holanda","Parque União","GAM",,"ND",,,,"GAM",
"07/11/2018",0,"Rio de Janeiro","Estácio",9,"Complexo do São Carlos",,"GAM",,"ND",,,,"GAM",
"07/11/2018",0,"Rio de Janeiro","Catumbi",6,"Morro do Querosene",,"GAM",,"ND",,,,"GAM",
"08/11/2018",0,"Rio de Janeiro","Estácio",9,"Mineira","Rio Comprido;Catumbi;Coroa;Fallet;Fogueteiro;Paula Ramos;Turano","GAM",,"ND",,,,"GAM",
"09/11/2018",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá; Cacuia;Tauá;Bancários","GAM","Twitter","ND",,,,"GAM",
"09/11/2018",0,"Rio de Janeiro","Jacarezinho",155,"Cidade da Polícia",,"SAER",,"ND",,,"SAER",,
"11/11/2018",0,"Nova Iguaçu","Comendador Soares",,,,"GAM",,"ND",,,,"GAM",
"12/11/2018",1,"Rio de Janeiro","Campinho",78,,,"SAER","Twitter","Combate a milícia","O Globo","https://oglobo.globo.com/rio/tres-pms-sao-presos-em-operacao-para-combater-milicia-em-campinho-23229232","SAER",,
"12/11/2018",0,"Rio de Janeiro","Penha",43,"Morro da Fé",,"GAM",,"ND",,,,"GAM",
"12/11/2018",0,"Itaboraí","Reta Velha",,"Reta Velha",,"Twitter",,"ND",,,,,
"14/11/2018",0,"Belford Roxo",,,"Comunidade da Gaucha","Santa Teresa;Gogo da Ema","GAM",,"ND",,,,"GAM",
"16/11/2018",0,"Rio de Janeiro","Manguinhos",39,"Mandela","Varginha","GAM",,"ND",,,,"GAM",
"17/11/2018",0,"Rio de Janeiro","Complexo do Alemão",156,"Fazendinha",,"GAM",,"ND",,,,"GAM",
"19/11/2018",0,"Rio de Janeiro","Santa Teresa",14,"Fallet","Catumbi;Fogueteiro;Morro dos Prazeres","GAM",,"ND",,,,"GAM",
"21/11/2018",1,"Rio de Janeiro","Penha",43,"Vila Cruzeiro","Caixa D' Agua;Morro do Sereno","SAER","Facebook","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2018/11/21/helicoptero-da-policia-civil-quase-e-atingido-por-tiro-durante-operacao-no-complexo-do-alemao-veja-imagens.ghtml","SAER;CORE",,
"22/11/2018",0,"Rio de Janeiro","Santo Cristo",3,"Morro da Providência","Gamboa;Morro do Pinto","GAM",,"ND",,,,"GAM",
"23/11/2018",0,"Rio de Janeiro","Jacarepaguá",115,,"ND","SAER",,"ND",,,"SAER",,
"24/11/2018",0,"Rio de Janeiro","Penha",43,,,"Facebook",,"ND",,,,,
"26/11/2018",0,"Itaboraí",,,"Reta Velha",,"SAER",,"ND",,,"SAER",,
"26/11/2018",1,"São Gonçalo",,,,,"Twitter",,"ND",,,,,
"28/11/2018",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá; Cacuia;Tauá;Bancários","GAM",,"ND",,,,"GAM",
"28/11/2018",0,"Rio de Janeiro","Penha",43,"Kelson",,"GAM",,"ND",,,,"GAM",
"28/11/2018",0,"Rio de Janeiro","Baía de Guanabara","ND",,,"GAM",,"ND",,,,"GAM",
"28/11/2018",0,"Duque de Caxias",,,,"ND","SAER",,"ND",,,"SAER",,
"29/11/2018",0,"Rio de Janeiro","Maré",157,"Conjunto Esperança",,"GAM",,"ND",,,,"GAM",
"29/11/2018",0,"Niterói","Jardim Carioca",100,"Morro da Grota",,"GAM",,"ND",,,,"GAM",
"29/11/2018",0,"São Gonçalo",,,,,"SAER",,"ND",,,,"GAM",
"30/11/2018",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá; Cacuia;Tauá;Bancários","GAM",,"ND",,,,"GAM",
"30/11/2018",0,"Rio de Janeiro","Maré",157,"Vila do João",,"GAM",,"ND",,,,"GAM",
"30/11/2018",0,"Angra dos Reis","Comunidade do Sapinhatuba",,,,"GAM",,"ND",,,,"GAM",
"30/11/2018",1,"Rio de Janeiro","Manguinhos",39,"Mandela",,"Twitter",,"ND","O Globo","https://oglobo.globo.com/rio/tiroteio-cancela-festa-de-fim-de-ano-de-escola-em-manguinhos-videos-23271219",,,
"01/12/2018",0,"Rio de Janeiro","Caju",4,,,"GAM",,"ND",,,,"GAM",
"04/12/2018",0,"Rio de Janeiro","Maré",157,"Vila dos Pinheiros",,"GAM",,"ND",,,,"GAM",
"04/12/2018",0,"Rio de Janeiro","Senador Camará",142,,,"SAER",,"ND",,,"SAER",,
"05/12/2018",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá;Cacuia;Tauá;Bancários","GAM",,"ND",,,,"GAM",
"06/12/2018",0,"Rio de Janeiro","Vigário Geral",48,"Furquim Mendes","FICAP","SAER","OTT-RJ","ND",,,"SAER;CORE",,
"06/12/2018",0,"Rio de Janeiro","Jardim América",49,"Favela do Dique",,"SAER","Twitter","ND",,,"SAER;CORE",,
"09/12/2018",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"10/12/2018",0,"Rio de Janeiro","Jacaré",51,"Jacarezinho",,"GAM",,"ND",,,,"GAM",
"10/12/2018",0,"Rio de Janeiro","Bangu",141,"Catiri",,"SAER","Facebook","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2018/12/5601060-policia-prende-tres-milicianos-de-catiri-em-bangu.html","SAER;DRACO",,
"10/12/2018",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê",,"Twitter",,"ND",,,,,
"11/12/2018",0,"Rio de Janeiro","Pitangueiras",94,"Boogie Oogie","Tauá;Praia da Rosa","GAM",,"ND",,,,"GAM",
"11/12/2018",0,"Rio de Janeiro","Pavuna",114,,,"SAER","Facebook","ND",,,"SAER;CORE",,
"12/12/2018",0,"Japeri","Engenheiro Pedreira",,"Parque Gandu","São João","GAM",,"ND",,,,"GAM",
"13/12/2018",1,"Angra dos Reis","Complexo do Frade",,"Morro da Constância",,"Twitter",,"Diligência","O Globo","https://oglobo.globo.com/rio/policiais-civis-sao-encurralados-por-traficantes-em-favela-de-angra-dos-reis-23302179   https://www.facebook.com/OTTRJ/videos/1956621297978544/?v=1956621297978544","SAER;CORE",,
"13/12/2018",0,"Rio de Janeiro","Praça Seca",124,,,"GAM",,"ND",,,,"GAM",
"13/12/2018",0,"Rio de Janeiro","Costa Barros",113,"Morro da Pedreira",,"SAER",,"ND",,,"SAER;CORE",,
"14/12/2018",0,"Rio de Janeiro","Taquara",122,"Comunidade Santa Maria",,"GAM",,"ND",,,,"GAM",
"14/12/2018",0,"Niterói","Barreto",,"Morro do Castro","Venda da Cruz;Engenhoca;Baldeador","SAER","Twitter","ND",,,"SAER;CORE",,
"18/12/2018",0,"Rio de Janeiro","Tijuca",33,"Morro do Salgueiro",,"GAM",,"ND",,,,"GAM",
"18/12/2018",1,"Rio de Janeiro","Caju",4,,,"Twitter",,"ND",,,,,
"19/12/2018",0,"Rio de Janeiro","Tijuca",33,"Morro do Salgueiro",,"GAM",,"ND",,,,"GAM",
"19/12/2018",0,"Angra dos Reis","Complexo do Frade",,"Morro da Constância",,"SAER","G1","ND","G1","https://g1.globo.com/rj/sul-do-rio-costa-verde/noticia/2018/12/19/operacao-cumpre-mandados-de-prisao-no-frade-em-angra-dos-reis.ghtml","SAER;CORE",,
"19/12/2018",1,"Rio de Janeiro","Caju",4,,,"Twitter",,"ND",,,,,
"19/12/2018",1,"Rio de Janeiro","Ipanema",25,"Orla",,"Twitter",,"ND",,,,,
"20/12/2018",0,"Rio de Janeiro","Santa Cruz",149,"Antares","Aço;Rodo;Três Pontes","SAER","O Dia","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2018/12/5604273-megaoperacao-contra-milicia-busca-cumprir-118-mandados-de-prisao.html#foto=1","SAER;CORE",,
"26/12/2018",0,"Rio de Janeiro","Botafogo",20,"Dona Marta","Copacabana; Leme;Urca;Cantagalo;Pavão;Chapéu Mangueira;Babilônia","GAM",,"ND",,,,"GAM",
"27/12/2018",0,"Rio de Janeiro","Pitangueiras",94,"Boogie Oogie","Jardim Carioca;Moneró;Cocotá; Cacuia;Tauá;Bancários;Complexo do Dendê","GAM",,"ND",,,,"GAM",
"27/12/2018",0,"Rio de Janeiro","Praça Seca",124,"Comunidade da Chacrinha",,"GAM",,"ND",,,,"GAM",
"28/12/2018",0,"Rio de Janeiro","Penha",43,"Parque Proletário","Chatuba;Vila Cruzeiro","GAM",,"ND",,,,"GAM",
"28/12/2018",0,"Niterói","Barreto",,"Morro do Castro",,"SAER","Twitter","ND","O Fluminense","http://www.ofluminense.com.br/pt-br/pol%C3%ADcia/confronto-durante-opera%C3%A7%C3%A3o-da-pol%C3%ADcia-no-morro-do-castro","SAER;CORE",,
"28/12/2018",0,"São Gonçalo","Morro do Castro",,,,"Twitter",,"ND",,,"SAER;CORE",,
"30/12/2018",0,"Rio de Janeiro","Recreio dos Bandeirantes",132,"Salvador Allende",,"SAER","Youtube","ND","OTT-RJ","https://www.youtube.com/watch?v=bh9tws73AO0","SAER;CORE",,
"31/12/2018",0,"Rio de Janeiro","Orla","ND",,,"SAER",,"ND",,,"SAER;CORE",,
"04/01/2019",0,"Rio de Janeiro","Guaratiba",151,,,"GAM",,"ND",,,,"GAM",
"06/01/2019",1,"Rio de Janeiro","Manguinhos",39,"Arará","Benfica;Bandeira 2;Del Castilho;CCPL Morar Carioca;Del Castilho;Jacarezinho;Mandela;Benfica;Manguinhos","Observatório da Intervenção","Facebook","Vingança","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/01/06/policias-militar-e-civil-do-rj-fazem-operacao-para-tentar-prender-assassinos-de-pm.ghtml","SAER;CORE","GAM",
"08/01/2019",0,"Rio de Janeiro","Jacarezinho",155,"Beco do Lacerda",,"GAM",,"Diligência",,,,"GAM",
"10/01/2019",0,"Rio de Janeiro","Praça Seca",124,"Bateau Mouche","Chacrinha","GAM","O Globo","Combate a facções;Combate a milícia",,,,"GAM",
"24/01/2019",1,"Rio de Janeiro","Maré",157,"Morro do Timbau",,"Maré Vive",,"ND","Jornal Extra","https://extra.globo.com/casos-de-policia/tiroteio-assusta-moradores-do-morro-do-timbau-na-mare-veja-video-23399335.html",,,
"25/01/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM","Jornal Band News","ND",,,,"GAM",
"25/01/2019",0,"Rio de Janeiro","Maré",157,,,"Observatório da Intervenção",,"ND",,,,,
"30/01/2019",1,"Rio de Janeiro","Senador Camará",142,"Coréia",,"Fogo Cruzado","Youtube","Combate a facções","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/01/5616264-moradores-de-senador-camara-registram-helicoptero-da-policia-atirando-contra-criminosos.html",,,
"31/01/2019",0,"Japeri",,,,"Paracambi","GAM",,"Apoio",,,,"GAM",
"01/02/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM","Jornal O São Gonçalo","Mandados",,,,"BAC;COE",
"08/02/2019",0,"São Gonçalo","Guaxiiba",,,,"GAM",,"Apoio",,,,"GAM",
"08/02/2019",0,"Rio de Janeiro","Bangu",141,"Taquaral",,"GAM",,"Diligência",,,,"GAM",
"15/02/2019",0,"São Gonçalo","Anaia Grande",,,,"GAM",,"ND",,,,"GAM",
"16/02/2019",0,"ND",,,"Cruzeiro",,"GAM",,"ND",,,,"GAM",
"19/02/2019",0,"Rio de Janeiro","Penha",43,"Complexo da Penha",,"GAM",,"Combate a facções",,,,"GAM",
"20/02/2019",0,"Rio de Janeiro","Senador Camará",142,"Vila Aliança",,"Facebook",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/02/20/policia-faz-operacoes-nas-zonas-norte-e-oeste-do-rio-moradores-de-vila-alianca-acordam-ao-som-de-tiros.ghtml",,,
"20/02/2019",0,"Rio de Janeiro","Vigário Geral",48,,,"Observatório da Intervenção",,"ND",,,,,
"21/02/2019",0,"São Gonçalo","Complexo do Salgueiro",,"Conjunto da Marinha",,"GAM",,"Apoio",,,,"GAM",
"21/02/2019",1,"Rio de Janeiro","Cidade de Deus",118,"AP",,"Fogo Cruzado","Facebook","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/02/21/policia-civil-faz-operacao-no-rj.ghtml",,,
"23/02/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"Busca",,,,"GAM",
"23/02/2019",0,"Rio de Janeiro","Acari",111,,,"GAM",,"ND",,,,"GAM",
"27/02/2019",1,"Rio de Janeiro","Estácio",9,"São Carlos",,"Fogo Cruzado","Twitter","ND","Jornal Extra","https://extra.globo.com/casos-de-policia/helicopteros-da-policia-atiram-do-alto-na-direcao-do-morro-do-sao-carlos-dizem-moradores-23485505.html",,,
"27/02/2019",0,"Rio de Janeiro","Jardim Carioca",100,"Complexo do Dendê","Moneró;Cocotá; Cacuia;Tauá;Bancários","GAM","SBT","ND",,,,"GAM",
"06/03/2019",0,"Rio de Janeiro","Centro",5,,,"GAM",,"ND",,,,"GAM",
"08/03/2019",1,"Rio de Janeiro","Complexo do Alemão",156,,,"Fogo Cruzado","Twitter","Combate a facções","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/03/08/moradores-relatam-intenso-tiroteio-no-complexo-do-alemao-zona-norte-do-rio.ghtml",,,
"12/03/2019",0,"Rio de Janeiro","Praça Seca",124,"Comunidade da Barão","Bateau Mouche","GAM",,"ND",,,,"GAM",
"15/03/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"GAM",,"ND",,,,"GAM",
"16/03/2019",0,"Rio de Janeiro","Praça Seca",124,,,"Observatório da Intervenção",,"ND",,,,,
"18/03/2019",0,"Rio de Janeiro","Lins de Vasconcelos",62,"Morro do Gamba","Engenho de Dentro;Camarista Meier","GAM",,"ND",,,,"GAM",
"19/03/2019",1,"Rio de Janeiro","Cidade de Deus",118,"Karatê",,"Fogo Cruzado","Twitter","ND","Jornal Meia Hora","https://meiahora.ig.com.br/geral/policia/2019/03/5627553-policia-faz-operacao-na-cidade-de-deus-e-moradores-relatam-intensa-troca-de-tiros.html",,,
"20/03/2019",1,"Rio de Janeiro","Tijuca",33,"Morro do Borel",,"SAER","Twitter","Mandados","Rio On Watch","http://www.rioonwatch.org/?p=52263","SAER",,
"20/03/2019",0,"São Gonçalo","Mutondo",,"Morro da Chumbada",,"OTT-RJ",,"ND","Gnews Portal de Notícias","https://gnewsportaldenoticias.com.br/noticia/1517/dois-homens-presos-em-operacao-no-morro-da-chumbad.html",,,
"21/03/2019",1,"Rio de Janeiro","Senador Camará",142,"Morro do Sapo","Rebu","SAER","Twitter","Mandados","Jornal Band","https://bandnewsfmrio.com.br/editorias-detalhes/policia-civil-faz-operacao-na-favela-do-rebu",,,
"21/03/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"GAM",,"ND",,,,"GAM",
"22/03/2019",0,"Rio de Janeiro","Maré",157,"Favela da Kelson",,"SAER","OTT-RJ","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/03/5628593-policia-prende-13-criminosos-presos-em-operacao-na-zona-norte.html","SAER",,
"25/03/2019",0,"Rio de Janeiro","Tanque",123,"Covanca",,"Twitter",,"ND",,,,,
"26/03/2019",0,"Rio de Janeiro","Costa Barros",113,"Chapadão",,"GAM",,"ND",,,,"GAM",
"26/03/2019",0,"Duque de Caxias",,,,,"GAM",,"ND",,,,"GAM",
"26/03/2019",0,"Rio de Janeiro","Santa Cruz",149,"Favela do Rola",,"SAER",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/03/26/mulher-morre-durante-operacao-da-policia-na-comunidade-do-rola-zona-oeste-do-rio.ghtml",,,
"27/03/2019",0,"Rio de Janeiro","Estácio",9,,,"GAM",,"ND",,,,"GAM",
"27/03/2019",0,"Rio de Janeiro","Santa Teresa",14,"Morro dos Prazeres",,"Observatório da Intervenção",,"ND",,,,,
"27/03/2019",0,"Rio de Janeiro","Maré",157,"Nova Holanda","Parque União","SAER","Redes da Maré","ND",,,,,
"01/04/2019",0,"Rio de Janeiro","Paciência",148,,,"SAER",,"ND",,,"SAER",,
"05/04/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"ND",,,,"GAM",
"06/04/2019",0,"Itaboraí","Itaboraí",,"Itaboraí",,"Piloto Policial",,"ND",,,,,
"08/04/2019",0,"Niterói","Complexo do Viradouro",,"Morro do Beltrão","Morro Souza Soares;Santa Rosa","SAER","OTT-RJ","ND",,,"SAER",,
"10/04/2019",1,"Rio de Janeiro","Praça Seca",124,"Bateau Mouche",,"SAER","Facebook","Combate a facções","Jornal Band","https://bandnewsfmrio.com.br/editorias-detalhes/policia-militar-faz-operacao-em-diferentes-po2","SAER",,
"11/04/2019",0,"Rio de Janeiro",,"ND","Barão","Bateau Mouche;Caixa D'agua","GAM",,"ND",,,,"GAM",
"12/04/2019",0,"Rio de Janeiro","Praça Seca",124,"São José Operario","Bateau Mouche;Jordão","GAM",,"ND",,,,"GAM",
"12/04/2019",0,"Rio de Janeiro","Manguinhos",39,,,"SAER","Facebook","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/12/motorista-de-caminhao-e-feito-refem-durante-roubo-de-carga-em-manguinhos.ghtml",,,
"14/04/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"SAER","Monte Sinai","ND",,,,,
"16/04/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"SAER","G1","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/16/policia-realiza-operacao-na-cidade-de-deus-zona-oeste-do-rio.ghtml",,,
"17/04/2019",0,"Rio de Janeiro","Paciência",148,"Paciência",,"SAER",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/17/policia-prende-suspeito-de-integrar-grupo-de-milicia-na-zona-oeste-do-rio.ghtml",,,
"18/04/2019",1,"Rio de Janeiro","Vicente de Carvalho",73,"Juramento",,"SAER","OTT-RJ","Combate a facções",,,"SAER",,
"19/04/2019",0,"Rio de Janeiro","Santa Teresa",14,"Fallet","Fogueteiro;Coroa","GAM",,"ND",,,,"GAM",
"21/04/2019",0,"Rio de Janeiro","Praça Seca","ND",,,"GAM",,"ND",,,,"GAM",
"24/04/2019",0,"Rio de Janeiro","Cidade de Deus",118,"AP","Karatê;13;14","Observatório da Intervenção","Facebook","ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/04/24/pm-faz-operacao-na-cidade-de-deus-na-zona-oeste-do-rio.ghtml",,"GAM",
"25/04/2019",0,"Rio de Janeiro","Cidade de Deus",118,,,"Observatório da Intervenção","Facebook","ND",,,,,
"26/04/2019",0,"Rio de Janeiro","Maré",157,,,"GAM",,"ND",,,,"GAM",
"26/04/2019",0,"São Gonçalo","Jardim Catarina",,"Jardim Catarina",,"Twitter",,"ND",,,,,
"29/04/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"Observatório da Intervenção","Facebook","ND","OTT-RJ","https://www.facebook.com/OTTRJ/videos/444114503063208/",,,
"30/04/2019",0,"Rio de Janeiro","Complexo do Alemão",156,"Nova Brasília","Fazendinha","GAM",,"ND",,,,"GAM",
"02/05/2019",0,"São Gonçalo","Complexo das Almas",,,,"GAM",,"ND",,,,"GAM",
"03/05/2019",0,"Nova Friburgo",,,,,"GAM",,"ND",,,,"GAM",
"04/05/2019",0,"Itaboraí",,,,,"GAM",,"ND",,,,"GAM",
"04/05/2019",1,"Angra dos Reis","Complexo do Frade",,"Japuíba","Sapinhatuba","Observatório da Intervenção","Facebook","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/05/5639169-core-faz-megaoperacao-em-comunidades-de-angra-dos-reis.html#foto=1",,,
"06/05/2019",1,"Rio de Janeiro","Maré",157,"Vila do João","Conjunto Esperança","Redes da Maré",,"Mandados","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/05/06/operacao-da-policia-",,,
"07/05/2019",0,"São Gonçalo","Complexo do Salgueiro",,,,"GAM",,"ND",,,,"GAM",
"08/05/2019",0,"Rio de Janeiro","Engenho da Rainha",55,"Morro do Engenho",,"Observatório da Intervenção","O Dia","ND","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/05/5640250-pm-faz-operacao-em-comunidade-do-engenho-da-rainha-e-moradores-relatam-tiros.html",,,
"10/05/2019",0,"Rio de Janeiro","Vidigal",30,"Vidigal",,"Twitter",,"ND","Jornal do Brasil","https://www.jb.com.br/rio/2019/05/999075-policia-faz-operacao-no-morro-do-vidigal.html",,,
"13/05/2019",1,"Rio de Janeiro","Maré",157,"Nova Holanda","Rubens Vaz;Parque União","Redes da Maré",,"Mandados","O Dia","https://odia.ig.com.br/rio-de-janeiro/2019/05/5642140-intenso-tiroteio-assusta-moradores-do-complexo-da-mare.html",,,
"20/05/2019",0,"São Gonçalo","Jardim Miriambi",,"Ciep 122 Ermezia Dionisio Necco",,"Fogo Cruzado",,"ND","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/05/21/alunos-e-funcionarios-de-ciep-se-assustam-com-tiroteio-em-sao-goncalo-rj-video.ghtml",,,
"20/05/2019",0,"Rio de Janeiro","Estácio",9,"São Carlos",,"GAM",,"ND",,,,"GAM",
"22/05/2019",0,"Rio de Janeiro","Pavuna",114,"Chapadão",,"Fogo Cruzado",,"Combate a facções","G1","https://g1.globo.com/rj/rio-de-janeiro/noticia/2019/05/22/policia-faz-operacao-no-complexo-do-chapadao-na-zona-norte-do-rio.ghtml","SAER","GAM",
"24/05/2019",0,"Rio de Janeiro","Madureira",83,"Serrinha",,"Twitter",,"ND",,,,,
"02/06/2019",0,"Rio de Janeiro","Quintino Bocaiúva",79,"Morro do Fubá",,"GAM",,"ND",,,,"GAM",
"03/06/2019",0,"Rio de Janeiro","Cascadura",82,"Morro do Fubá","Quintino Bocaiuva;Campinho;Saçu","GAM",,"ND",,,,"GAM",
